jp	tw	en	kr
超古代文明	超古代文明	Most Ancient	초고대문명
コハウロンゴロンゴ	神秘朗格朗格	Rongorongo	코하우 롱고롱고
ちびネコ進化への道 極ムズ	小小貓進化之路　極難	Tiny Meows (Deadly)	꼬맹이 고양이 진화로의 길 극난도
ちびタンクネコ進化への道 極ムズ	小小坦克貓進化之路   極難	Tiny Will (Deadly)	꼬맹이 탱크 고양이 진화로의 길 극난도
ちびバトルネコ進化への道 極ムズ	小小戰鬥貓進化之路   極難	Tiny Chopper (Deadly)	꼬맹이 배틀 고양이 진화로의 길 극난도
ちびキモネコ進化への道 極ムズ	小小噁心貓進化之路   極難	Tiny Creeper (Deadly)	꼬맹이 징글 고양이 진화로의 길 극난도
ちびウシネコ進化への道 極ムズ	小小牛貓進化之路    極難	Tiny Horns (Deadly)	꼬맹이 황소 고양이 진화로의 길 극난도
ちびネコノトリ進化への道 極ムズ	小小鳥貓進化之路    極難	Tiny Wings (Deadly)	꼬맹이 고양이 새 진화로의 길 극난도
ちびネコフィッシュ進化への道 極ムズ	小小魚貓進化之路    極難	Tiny Fins (Deadly)	꼬맹이 고양이 피쉬 진화로의 길 극난도
ちびネコトカゲ進化への道 極ムズ	小小蜥蜴貓進化之路    極難	Tiny Tail (Deadly)	꼬맹이 고양이 도마뱀 진화로의 길 극난도
ちび巨神ネコ進化への道 極ムズ	小小巨神貓進化之路    極難	Tiny Fists (Deadly)	꼬맹이 거신 고양이 진화로의 길 극난도
139_その１	好棒棒！粉絲團77777個讚！	We're Number One	냥코3형제 받아가3333
待ち焦がれた連休	發現炭坑有黃金	Gold in a Coal Mine	황금 발견
ネバーエンディング渋滞	淘金客大量湧入	I My Me Miner	몰려드는 사람들
旅行会社倒産	大黃金時代開幕	Golden Age's Dawn	황금 시대의 개막
やっぱり家が一番	鐵鏟鎬頭牛仔褲	Never Not Shovelin'	금은 역시 24K
発症！５月病	幾家歡樂幾家愁	Dreams Come False	위너와 루저
みやこめっせで開催！			
雨天決行大レース！	風雨無阻大競賽	Rainy Day Races	빗속의 레이스
ビニール傘争奪カップ	透明膠傘爭奪盃	Tinpot Trophy	비닐우산 쟁탈전
雨ときどき雨ステークス	雨時多雨錦標賽	Stormcloud Stakes	주륵주륵 스테이크스
スケスケパラダイス杯	歡樂濕透天堂盃	Paradise Derby	시스루 천국
なめなめスタリオン記念	純種鼻涕蟲紀念	Slimy Stallions	미끌미끌 스탈리온
カート進化への道 激ムズ		Kartopia (Expert)	카트 진화로의 길 고난도
カート進化への道 超激ムズ		Kartopia (Insane)	카트 진화로의 길 초고난도
144_その１			태권도 냥코 진화로의 길 중급
3000万人のハッピー！	3000萬人的HAPPY！	Joy of 30 Million!	3000만명의 해피!
グレイト爆進！ 超激ムズ	偉大爆進！超級難	Megaton Blast (Insane)	그레이트 진격! 초고난도
147_その１		None More Squishy	
ネコフラワー進化への道 初級	花盆貓進化之路 初級	Bloomin' Brightly (Easy)	고양이 플라워 진화로의 길 초급
学童のすゝめ	第一課 老師好	Kids At School	냥코꽃 필 무렵
I am a cat.	I am a cat.	I Am A Cat	I am a Cat
c2 ＝ a2 ＋ b2	1+1=2	c2 ＝ a2 ＋ b2	c2 = a2 + b2
墾田永年私財法	從夏商周到認識臺灣	War of the Roses	대동법
Ｎ2＋３Ｈ2→２ＮＨ3	N2+3H2→2NH3	N2+3H2→2NH3	N2+3H2→2NH3
隕石墜落跡地 中級	隕石墜落現場 中級	Impact Site (Normal)	운석 추락 현장 중급
隕石墜落跡地 超上級	隕石墜落現場 超高級	Impact Site (Veteran)	운석 추락 현장 초상급
隕石墜落跡地 超激ムズ	隕石墜落現場 超級難	Impact Site (Insane)	운석 추락 현장 초고난도
焼けた森 中級	火燒後的森林 中級	Brushfire (Normal)	타버린 숲 중급
焼けた森 超上級	火燒後的森林 超高級	Brushfire (Veteran)	타버린 숲 초상급
焼けた森 超激ムズ	火燒後的森林 超級難	Brushfire (Insane)	타버린 숲 초고난도
古代文明の遺跡 中級	古代文明的遺跡 中級	Ancient Ruins (Normal)	고대문명의 유적 중급
古代文明の遺跡 超上級	古代文明的遺跡 超高級	Ancient Ruins (Veteran)	고대문명의 유적 초상급
古代文明の遺跡 超激ムズ	古代文明的遺跡 超級難	Ancient Ruins (Insane)	고대문명의 유적 초고난도
153_その１		Value Ordeal (Normal)	
二位だっていいじゃない	拿第二也好	No Shame in 2nd	2위여도 괜찮잖아
結婚25周年	結婚25週年	Silver Anniversary	결혼 25주년
はるかな道	遙遠的路途	A Distant Road	아득한 길
経験は至高の味 超極ムズ	經驗是無上美味 超極難	Taste of Success (Merciless)	경험은 천국의 맛 초극난도
祝！５周年！！	賀！5週年！！	Five Years of Fun!!	축! 5주년!!
進撃のワープホール 極ムズ	曲速黑洞大進擊 極難	The Wormhole Opens (Deadly)	진격의 워프홀 극난도
N-1グランプリ 極ムズ	N-1盃 極難	N-1 Grand Prix (Deadly)	N-1 그랑프리 극난도
初日の出！	第一道曙光！	Year's First Dawn	새해 일출!
ロケラン鉛筆	火箭彈鉛筆	Pencil Launcher	12년의 노력
予備校鬼軍曹	補習班魔鬼班長	Demon Drill Sgt	경찰차 러시
一問一答マシンガン	一問一答機關槍	One-Use Cannon	교과서 위주로 공부했어요
母ちゃん衛生兵の奮闘	老媽醫護兵的奮鬥	Sanitary Corps	엄마의 도시락
にゃんこ大戦争は息抜き	來場貓戰歇口氣	Cat Army's Day Off	행복은 성적순이 아니잖아요
in JAPAN	in JAPAN	in JAPAN	in JAPAN
in LONDON	in LONDON	in LONDON	in LONDON
in NEWYORK	in NEWYORK	in NEW YORK	in NEWYORK
古代の神秘 極ムズ	古代神秘　極難	An Elder Secret (Merciless)	고대의 신비 극난도
みやこめっせで開催！			
雨天決行大レース！	風雨無阻大競賽	Rainy Day Races	빗속의 레이스
ビニール傘争奪カップ	透明膠傘爭奪盃	Tinpot Trophy	비닐우산 쟁탈전
雨ときどき雨ステークス	雨時多雨錦標賽	Stormcloud Stakes	주륵주륵 스테이크스
スケスケパラダイス杯	歡樂濕透天堂盃	Paradise Derby	시스루 천국
なめなめスタリオン記念	純種鼻涕蟲紀念	Slimy Stallions	미끌미끌 스탈리온
現れた元カレ	意外現身前男友	The Ex Appears	나타난 전남친
今カレの焦り	現任男友好焦慮	Awkward S.O.	현남친의 조바심
親族の場外乱闘	親友場外大亂鬥	Family Feuding	아빠의 장외난투
ダブルプロポーズ	雙重求婚演好戲	Double Proposal	더블 프로포즈
私を異星に連れてって	請帶我去異星吧	Show Me The Stars	나를 다른 별로 데려가줘
小便時代	剩下的果實	Leak Year	소년시대
猫の日の1993	戀曲1993	Cats of Yesterday	Touch My Cat
サマータイムブルースリー	被風箏吹過的夏天	Heat Wave Blues	고양이에게로 떠나는 여행
夏のジョーさん	夏夜晚颱風	Lazy Tomorrow	바다의 여인
YOUNG NYAN	殺灘 	Young Nyan	여름이 참 좋아
父、あの世へ帰宅	父親將再返遠方	Dad's Back to Heaven	아버지는 저세상으로
三途の川で三日待ち	忘川河排隊三天	Long Line at Cerberus	저승길에서 대기 중
フェリー乗船率300％	渡輪搭乘率300%	Charon's Overbooked	페리 승선율 300%
家族はまだ旅行中	全家還在旅行中	Still on Vacation	가족은 아직 여행 중 
来年も会いに行きます	明年還會再回來	See You Next Year	내년에 또 봬요
徹夜でゲートボール	徹夜樂活飆槌球	Night Shuffleboard	밤새도록 게이트 볼
深夜徘徊で日本一周	深夜徘徊竟環島	Twilight Wandering	어슬렁거리다 세계 일주
隠し子が25人	私生子共２５人	5 Secret Families	엄빠는 어디에
2年前に大魔王を封印	早已封印大魔王	Two Years Cursed	봉인된 대마왕
でも嫁のほうがやっぱり強い	老婆仍然比較強	The Wife Still Wins	우리 와이프가 최강자
進撃の赤渦 超激ムズ	進擊的紅漩渦　超級難	Wrath of R-Cyclone (Insane)	진격의 붉은 소용돌이 초고난도
絶撃の赤渦 極ムズ	絕擊的紅漩渦　極難	Revenge of R-Cyclone (Deadly)	절격의 붉은 소용돌이 극난도
墓場からの招待状	來自墓地的招待狀	Inviting Cemetary	무덤에서 보낸 초대장
２人０脚	２人０腳	2 Bodies, 0 Legs	사람은 2명 신발은 0개
お供え物食い競争	吃供品賽跑	Grave Bouquet	제삿밥 쟁탈전
坊主倒し	推倒和尚	Fallen Priest	넘어진 큰스님
朝が来たからまた明日	天亮了明天再見	Hours 'Til Morning	밤새웠으니 내일 봐요
プレミアムフライデー	週週優質星期五	Premium Friday	프리미엄 프라이데이
超高度プロフェッショナル	超高度專業人員	Total Professional	초고도 전문가
ハイパーコアタイム	超核心上班時間	CORE TIME	하이퍼 코어타임
アンリミテッド育児休暇	永久留停育嬰假	Maternity Leave Forever	무기한 육아 휴직
徹夜で働き方改革	工作改革一整夜	Late Nite Shake-Up	철야로 근무환경 개선
進撃の黒渦 超激ムズ	進擊的黑漩渦　超級難	Wrath of B-Cyclone (Insane)	진격의 검은 소용돌이 초고난도
絶撃の黒渦 極ムズ	絕擊的黑漩渦　極難	Revenge of B-Cyclone (Deadly)	절격의 검은 소용돌이 극난도 
本気メタル降臨 極ムズ	玩真的鋼鐵降臨  極難	Forged to Kill (Deadly)	본격 메탈 강림 극난도
タコなしタコ焼き	章魚燒不加章魚	Meatless Wieners	팥 없는 붕어빵
粉物屋と揚げ物屋	煎煮炒炸統統有	Deep Fried Air	3개 5000원
焦げても売り物	焦了也要拿來賣	Burnt to Perfection	태워도 인기 최고
もちろん産地偽装	當然要產地造假	Not Quite Organic	물론 원산지 표기 위반
ピンチ！おつりが無い	糟糕！老闆沒零錢	Outta Change...	거스름돈 부족
なぜ！完売赤字	誇張！賣完卻賠錢	Always In the Red	다 팔았지만 적자
おじさんがサタンだよ	大叔是撒旦老人唷	That's Not Santa...	사탄 아저씨
ジングルヘル	地獄門鈴兒響叮鐺	Jingle Hell	징글HELL
聖夜に降る隕石	平安夜降下的隕石	Not-so-Silent Night	이브에 떨어진 운석
プレゼントハンター	聖誕禮物的獵人們	Present Hunters	크리스마스 선물 사냥꾼
メリークリスマスユニバース！	聖誕節宇宙也快樂	Cosmic Xmas	유니버스 크리스마스
進撃の白渦 超激ムズ	進擊的白漩渦  超級難	Wrath of W-Cyclone (Insane)	진격의 하얀 소용돌이 초고난도
絶撃の白渦 極ムズ	絕擊的白漩渦  極難	Revenge of W-Cyclone (Deadly)	절격의 하얀 소용돌이 극난도
バクダン娘 極ムズ	炸彈少女  極難	Bombergirl (Deadly)	폭탄 소녀 극난도
東の砂漠	東方沙漠	Sands of the East	동쪽의 사막
西の荒野	西方荒野	Wastes of the West	서쪽의 광야
南の山脈	南方山脈	Peaks of the South	남쪽의 산맥
北の廃墟	北方廢墟	Ruins of the North	북쪽의 폐허
プレゼント贈呈！ 超激ムズ	發禮物了！  超級難	Presents of Mind (Insane)	선물 증정! 초고난도
祝！６周年！！	賀！6週年！！	6 Years of Fun!!	축! 6주년!!
終わらない大掃除	掃除不了大掃除	Chores Unending	끝나지 않는 대청소
知らない親戚	你好，不熟親戚	Unknown Relatives	처음 보는 친척
お年玉でレアガチャ	紅包用途課轉蛋	I Hope It's an Uber	세뱃돈으로 레어뽑기
カタログと違うおせち	保麗龍罈佛跳牆	Different from the Ad	사진이랑 넘나 다른 설음식
全員アウト～	左鄰右舍打麻將	Just What I Wanted	전원 아웃~
進撃の天渦 超激ムズ	進擊的天漩渦  超級難	Wrath of A-Cyclone (Insane)	진격의 천소용돌이 초고난도
絶撃の天渦 極ムズ	絕擊的天漩渦  極難	Revenge of A-Cyclone (Deadly)	절격의 천소용돌이 극난도
幸せを丸かぶり	滿口福氣	Hang onto Happiness	넘나 행복한 것
家族たちの沈黙	沉默家族	Silent Family	가족들의 침묵
Eat Happy Osushi	黑皮壽司	Eat Happy Sushi	떡국을 먹읍시다
幸福の賞味期限	幸福期限	Expired Joy	행복의 유통기한
転禍為福	轉禍為福	Sins and Blessings	전화위복
進撃の鉄屑 極ムズ	進擊的鐵屑  極難	Wrath of Titanium (Deadly)	진격의 철 부스러기 극난도
絶撃の鉄屑 極ムズ	絕擊的鐵屑  極難	Revenge of Titanium (Deadly)	절격의 철 부스러기 극난도
初日の出！	第一道曙光！	New Year's Dawn	새해 첫 일출
原始の古渦 超極ムズ	原始的古漩渦  超極難 	Charybdis' Mouth (Merciless)	원시의 오래된 소용돌이 초극난도
暴風カーニバル3 極ムズ	暴風祭3  極難	Tornado Carnival III (Deadly)	폭풍 카니발3 극난도
開眼カーニバル3 極ムズ	開眼祭3  極難	Awakened Carnival III (Deadly)	각성 카니발3 극난도
4000万人のハッピー！	4000萬人的HAPPY！	Joy of 40 Million!	4000만명의 행복!
雛壇あるあるもっと言いたい	繼續爆料花瓶明星常有的事	Hibernation's End	지리산 반달 타투곰
明かりをつけましょ爆弾に～	人偶架上放置炸彈吧！	2 Much 2 Bear	직장인 우루루곰
１ボケ総ツッコミ	酸民的無情吐槽 	Grizzled Veterans	곰도 구르는 재주가?!
若手芸人VS雛壇芸人	通告藝人VS固定班底	What We Do In The Woods	곰탕VS설렁탕
まだまだ続くよ！雛祭り！	還沒完！繼續再爆	Bear in Mind	여우인척 하는 곰
進撃のブラックホール 極ムズ	進擊的黑洞 極難	Wrath of Black Hole (Deadly)	진격의 블랙홀 극난도
絶撃のブラックホール 極ムズ	絕擊的黑洞 極難	Revenge of Black Hole (Deadly)	절격의 블랙홀 극난도
人事異動の女教師	人事異動女教師	Faculty Change	선생님의 인사 이동
プレパラートに映るキミ	載玻片倒影下的你	You in a Petri Dish	프레파라트에 비친 그대
あぶない方程式	危險方程式	Dangerous Equations	위험한 방정식
恋のリトマス試験紙	愛的石蕊試紙	Litmus of Love	사랑의 리트머스 시험지
キミとボクとの光合成	你與我的光合成	U + Me = Photosynthesis	너와 나의 광합성
進撃の暴風渦 極ムズ	進擊的暴風渦  極難	Wrath of Red Sky (Deadly)	진격의 폭풍 소용돌이 극난도
絶撃の暴風渦 超極ムズ	絕擊的暴風渦  超極難	Revenge of Red Sky (Merciless)	절격의 폭풍 소용돌이 초극난도
新約・ネコ補完計画 極ムズ	新約・貓咪補完計畫  極難	New Testament (Deadly)	새로운 고양이 보충 계획 극난도
世界の中心でアイを叫んだネコ 超極ムズ	在世界中心呼喊了愛情的貓咪  超極難	A Cat Screaming Love (Merciless)	세상의 중심에서 사랑을 외치는 고양이 초극난도
コイの胸騒ぎ	甜蜜的心跳	Pain of Love	사랑의 두근거림
登録！マッチングアプリ	註冊！交友網站	No Right Swipes	등록하자 데이트 앱!
新鮮！お見合いデート	新鮮！相親約會	Arranged Marriage	맞선은 쑥스럽구먼
全力！結婚相談所	全力！徵婚友社	Biological Hourglass	결혼정보 회사로 고고
最期の時までコイしたい！	死了都要愛	Settling Down	이 시대의 로맨티시스트
進撃の業渦 極ムズ	進擊的業障渦 極難	Wrath of the Unholy (Deadly)	진격의 업과  극난도
絶撃の業渦 超極ムズ	絕擊的業障渦 超極難	Revenge of the Unholy (Merciless)	절격의 업과  초극난도
阿・修羅の道 極ムズ	阿・修羅之路　極難	Wrath of Carnage (Deadly)	계속되는 아수라의 길 극난도
